name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1
3rdWhale,http://www.treehugger.com/clean-technology/3rdwhales-iphone-app-for-easy-green-shopping.html,http://appworld.blackberry.com/webstore/servedimages/20404.png/?t=7,iOS,,,"http://appworld.blackberry.com/webstore/servedimages/20408.png/?t=12, http://media.treehugger.com/assets/images/2011/10/3rdwhale-iphone-app.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","A free iPhone app from 3rdWhale is bent on making your shopping trips easier and greener. You can search for the greenest businesses near you so that you know just which stores to patronize. Over 20,000 business listings for over 30 major cities in Canada and the US are already hooked in to the app, with more being listed every day.",Environment,4.99,English,,,, , , ,
A Real Tree,http://www.arealtree.com/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","A Real Tree plants trees in 12 countries to fight deforestation. They work with organizations that provide education to local communities to plant trees in an ecologically-beneficial manner, such as avoiding toxic pesticides, herbicides and fertilizers. The trees then produce nutritious fruits and crops that are eaten and also sold. By partnering with award-winning tree-planting organizations such as Sustainable Harvest International (SHI), and having endorsements from the United Nations Environment Programme (UNEP), A Real Tree is gaining momentum.  The app also has a few Easter eggs: It includes mini-games to teach a bird to fly and get flowers to drift in a breeze.","Environment, Social Enterprise",0.0,English,,,, ,http://www.arealtree.com/wp-content/uploads/2012/10/logo.png,pages/Real-Tree/289408017751582,ARealTree1
Access Together,http://www.accesstogether.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/n48BK82.jpg?1, http://i.imgur.com/PwzQ4wo.jpg,  ","A crowdsourcing app for collecting, sharing and acting on accessibility information in the community. This app enables people with disabilities, their family, friends, and neighbors to help ensure equal access for all.",Activism,,,,,, ,http://www.trademarkia.com/logo-images/together-rx-access-llc/together-rx-access-78545022.jpg,accesstogether,accesstogether
Accountability Initiative,http://www.accountabilityindia.in/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/1YGfELN.jpg?1, http://i.imgur.com/jcNGH6L.jpg,  ",Accountability Initiative researches and creates innovative tools to promote transparency and accountability in India's public services.,"Governance, Activism",,,http://www.accountabilityindia.in/sites/default/files/arthemia_logo.jpg,,AccInitiative, , ,pages/Accountability-Initiative,
Active Network - Government,http://www.activegovernment.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/uyleeDW.jpg?1, http://i.imgur.com/gSrn1FG.jpg,  ","Active Network, Government software is designed to help local, state and federal government agencies deliver better service by improving the way they are delivered to, and accessed by, citizens.",Governance,,,http://www.activegovernment.com/sites/15/templates/images/activenetwork-government-logo.png,,activegovern, , , ,
Acts of Sharing,https://play.google.com/store/apps/details?id=com.ActsofSharing&feature=search_result,https://lh6.ggpht.com/eGJmk0tdFpYaQjiEDQhx0Osv88-JiD0rhBQ2AGUb5osMKsBYbtHOnGS_0euoi6RjddQ=w124,Android,https://play.google.com/store/apps/details?id=com.ActsofSharing&feature=search_result,,"https://lh3.ggpht.com/SZ6PI3962wOcq01JBtEap_6u_sceC-fqXKEVu_92vuR1BQEAUu8gz9t6yQqOy5OQZQw=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",Acts of Sharing was created to enable a cultural shift toward sustainable living and richer community by empowering people to share their possessions in a simple and effective way. This application was developed in order to help this process along.,Activism,0.0,English,,actsofsharing,, , , ,actsofsharing
Adopt a Hydrant,http://adoptahydrant.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/2lzYckV.jpg?1, http://i.imgur.com/I003xvc.jpg,  ","During snowstorms, buried hydrants cause dangerous delays in the ability of fire fighters to respond to fire emergencies. To check and clear thousands of hydrants across the city of Boston, would be a timely, costly, and burdensome process. Adopt-a-Hydrant lets governments turn to the community. This map-based web app allows individuals, small businesses, and community organizations to volunteer to be responsible for shoveling out specific hydrants. This app is currently being used in Chicago, Honolulu and Buenos Aires.",Activism,,,,,, ,http://adoptahydrant.org/assets/logos/adopt-a-hydrant-652396cd617fc196512171c5b0620e04.png, ,AdoptaHydrant
AgriSaurus,http://www.kickstarter.com/projects/1802946897/agrisaurus-an-app-for-growing-food,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Agrisaurus is a new app to help smallscale urban farmers and gardeners plan, schedule, and manage their plots. The aim is to make gardening simple, fun, and successful, as part of an effort to further crowdsource the food supply. We're raising money to help make the app more amazing before it's launch next spring. (written Oct 2012)","Environment, Activism",0.0,English,,,AgriSaurus, ,http://www.agrisaurus.com/static/images/logo-beta.png,Agrisaurus,
airTEXT,http://www.airtext.info/,https://lh5.ggpht.com/BxR93KZng2QQfPJz38cH46MHr6Ya_ckTle22TKPiVqYF1rAAJ5XWCn-lPwnKPerG1Q=w124,"iOS, Desktop, Android",https://play.google.com/store/apps/details?id=com.cerc.airtext,https://itunes.apple.com/gb/app/airtext/id532556696?mt=8,"https://lh4.ggpht.com/T9CeeQLmoJm2VDaRXu_3h3M30psKC8jvhKl7H62I-r1AfFKNjuZ9Gl5N3UCXQbEbPis=h230, https://lh6.ggpht.com/aWWEPD_Vuq_W7GRvWh65rCNi7j4-YMAjl3EbBPXoVVuVbaxHDJnL1r9Znuqx3xRkaYM=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "," Londonites who want to receive updates about air pollution levels in city. Access to this information can shift to what parts of the city people travel, and the method they use to get from one place to another. ","Health, Environment",0.0,English,,,airTEXT, , ,pages/airText/357439734274396,
Alaveteli,http://www.alaveteli.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/FDVjyUt.jpg, http://i.imgur.com/LXIsV2x.png,  ","Citizens can use Alaveteli to request information, and the replies are recorded for all to see on the website. The project aims to support the launch of dozens of FOI websites around the world.  Historic requests, along with any resulting correspondence, are archived publicly online. This increases the availability of the requested information, and encourages transparency. Therefore, Alaveteli acts both as a useful tool for citizens, and as an advocacy tool for right-to-know campaigners.  Deployed in Kosovo (http://informatazyrtare.org/), UK (http://www.whatdotheyknow.com/)",Activism,,,http://www.alaveteli.org/wp-content/themes/alaveteli/images/logo.png,,, , , ,alaveteli_foi
All Our Ideas,http://www.allourideas.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/k8YW7SI.jpg, http://i.imgur.com/qlbfNr8.png,  ","All Our Ideas is a platform that enables groups to collect and prioritize ideas in a transparent, democratic, and bottom-up way. It’s a suggestion box for the digital age. Organization can use All Our Ideas to create a website where visitors can vote on ideas and upload new ones. The intuitive and fun voting process yields powerful results.  ",Activism,,,http://www.allourideas.org/images/logo_head.png?1358354939,,allourideas, , ,allourideas,
American Presidents: Unofficial Oval Office Scrapbook,http://www.fastcocreate.com/1682177/disney-publishings-bobble-headed-american-history#1,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Disney Publishing's new app, geared toward grades 3 and up, features the voice of Mo Rocca along with caricatures and quirky facts surrounding the U.S. Presidents. Disney says the app aims to educate kids while keeping history interesting. Interesting, as in Ronald Reagan in board shorts, the myth of George Washington's teeth, and much, much more.",Education,0.0,English,,,fastcocreate, ,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRkyRid20b9d8raByfO2xT2iTgCSDEJRS45xmTAEOdMg9h_4Ubf, ,
AMP (Activist Mobilization Platform),http://radicaldesigns.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/eQODsY0.jpg?1,  , http://i.imgur.com/sMoxvsF.jpg",The Activist Mobilization Platform is a CMS bundled with a large number of Activist Tools,Activism,,,,,, ,http://radicaldesigns.org/img/radicaldesigns_banner_02.gif,radical.designs.coop,radicaldesigns
AnalyzeThe.US,analyzethe.us,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/2pzElzQ.jpg, http://i.imgur.com/9ILPrPy.png,  ","AnalyzeThe.US allows anyone to use Palantir to explore vast amounts of data only recently released into the public domain, including key datasets from www.data.gov. Information about key individuals, organizations, and activities exists in many places, and conducting meaningful analysis first requires the ability to integrate data seamlessly and completely. AnalyzeThe.US brings critical knowledge together on a single stage, while providing rich analytical applications that enable anyone to develop an intuitive picture of the complex flow of resources, money, and influence that affect how our government functions.",Activism,,,,,, ,https://s3.amazonaws.com/media.palantirtech.com/government/analyzethe.us/website/images/headers/logo-top.jpg, ,palantir
Anti Mosquito - Sonic Repeller,https://play.google.com/store/apps/details?id=com.picobrothers.am&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.picobrothers.am&feature=search_result,," ,  ,  ,  ,  , https://lh6.ggpht.com/nEawdRB5yDo1eR49p7iA-47LSQc1J-yInTEdi3YxZBM1h-5UP3ZhmaQM0SdDFkguJg=w124,  ,  ,  ,  ,  , https://lh3.ggpht.com/OIXeKYNaXNy9RY8jPkmiwm1M6JXeQbEZAa1KGdaZD7LjigUmpFYwfH-KQmFSEj9U7io5=h230,  https://lh5.ggpht.com/q35z3HOvlBLFJi_lRwpC_fPvvwBzV_Fxshe3vDnVM6UgiIIbkRVoKkxb7n1AaZGC_dw=h230,  ,  ,  ,  ,  ,  ,  ,  ","*** The most popular mosquito repellent. Top 10 app in 56 countries ""Better than your mother’s homemade mosquito-bite remedies"" - Vogue Magazine This Mosquito repellent prevents you from getting bitten by mosquitoes and some other nasty bugs. The application emit a very unique high frequency sound (ultra sound) that the insects dislike. The pitch of the sound is so high that most humans will not notice anything.",Activism,0.0,English,,,picobrothers,http://www.picobrothers.com/?p=1180,https://lh6.ggpht.com/nEawdRB5yDo1eR49p7iA-47LSQc1J-yInTEdi3YxZBM1h-5UP3ZhmaQM0SdDFkguJg=w124, ,
AntiCorruption Stands,https://play.google.com/store/apps/details?id=com.juvenist.anti.stands&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.juvenist.anti.stands&feature=search_result,," ,  ,  ,  ,  , https://lh3.ggpht.com/13lBlJqLDYbD3izsFReEW1B_G1ABmv6eOQ8tNL3NyDhA15mN4oHoUiqKKUdLlzckMQ=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/30iqa5xJXK_fwLfavS3lNNyreeysnOj7R9Lm7iTClUj5nf-bFFT7xqc2z9Y_HnvK_A=h230,  https://lh6.ggpht.com/xlG36Pgmi3FTsC0p4aLYj9-9FLGVvRG7BvfRAJ3G57fFjxIF4idxdBKYc6naorzs5g=h230,  https://lh3.ggpht.com/xkFQCZ-W4SfnMXjfAeIZTBMzJm5e4-TnjVgT-zSNsUJtsMc02ToQ5-phRmyHvqeXUQ=h230,  ,  https://lh6.ggpht.com/7D35bSz4hbwepaqIs7Tm_5KkraQXJDf6oHCgT7EQ34YNtWxfHVsQ5-KCkFsF0OXvOwit=h230,  ,  ,  ,  ,  ",This Application primary aim to provide Details and feeds on what happening  on Lokpal bill with actions and involvation of famous personalities. We Juvenis Technologies has nothing to do and not aiming to support any side its only for information any other action person by user will entirely depends on the way you use it.,"Governance, Activism",0.0,English,,,JuvenisTech,http://juvenistech.com/,http://img.naij.com/n/0b/c/anti_corruption_eng.jpg, ,
Armchair Revolutionary (ArmRev),https://www.armrev.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/XiCMwlH.png,  ","ArmRev is a web-based game that sources donations and ideas for science and technology projects, with a 99-cent contribution limit. Financiers, game designers and idealists can compete against each other, earning points, rewards and accessing new levels of the game as support grows for their projects. Budgeting and timelines are then crowdsourced to supporters, to help determine a reliable scale for progress.","Social Enterprise, Activism",,,http://2outofthree.com/wp-content/uploads/2010/04/arm-rev.jpg,,, , ,pages/Armchair-Revolutionary/104545429813,armrev
ASP Mobile,https://play.google.com/store/apps/details?id=com.apptasticmarketing.aspandroid&feature=search_result,,Android,,," ,  ,  ,  ,  , https://lh5.ggpht.com/YWuzmNR2Q-8yJwXCjKH5PLoWnoK1eHNrxgbHlzzx4IoZ9QIOkduQTutoX4baJ2GfGVQ=w124,  ,  ,  ,  ,  , https://lh4.ggpht.com/-ONzFn7Wvy_B93oNdmO1yemXy-wtlqIwSPlpKeMlMn6-N_3bPGMlzERBY7V5Vfe5KfA=h230,  https://lh3.ggpht.com/52yHqk6oYqUZTCKNQnFmauwsOA89-ypk_lgiAsl-8I1GQl26x-EYvY4y9U3-HEs2kXJY=h230,  ,  ,  ,  ,  ,  ,  ,  ","Appalachia Service Project (ASP) provides one of the most rewarding structured service opportunities in the nation -- bringing thousands of volunteers from around the country to rural Central Appalachia to repair homes for low-income families. But ASP is more than just a building program. Yes, Appalachia's poorest families urgently need your help, but they can help change your life, too. Because when you change the lives of others, they have a way of changing you. This app provides many services for our volunteers.",Environment,0.0,English,,,NA,http://www.asp.net/mobile,https://lh5.ggpht.com/YWuzmNR2Q-8yJwXCjKH5PLoWnoK1eHNrxgbHlzzx4IoZ9QIOkduQTutoX4baJ2GfGVQ=w124,pages/Apptastic-Marketing/157905094261231,
Avaaj Otalo,http://hci.stanford.edu/research/voice4all/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/GvU9FLf.png","Avaaj Otalo is a ""voice-based community forum"" that connects farmers in Gujarat, India to relevant and timely agricultural information over the phone. Farmers call up a phone number, and then navigate through audio prompted menus to ask questions, listen to answers to similar questions, and listen to archives of a popular radio program for Gujarati farmers. The number farmers can call is toll-free.",Environment,,,,,, , , ,
Awaaz.De,http://awaaz.de/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/1BCnCMB.jpg","Awaaz.De (“Give your voice”) is a software platform enabling organizations to engage with poor, remote, and marginal communities by providing on-demand, many-to-many information access through mobile phones. People access Awaaz.De applications by dialing regular phone numbers to create, browse, and share voice content through automated voice interfaces. Voice makes it easy to provide services in local languages, overcomes literacy constraints, and offers a low barrier to content creation: one only needs to know how to speak into a phone. ",Health,,,,AwaazDe,awaazde, ,http://awaaz.de/wp-content/themes/simple-organization/img/logo.gif, ,
Bad NYC Apartments,http://www.badnycapartments.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","At Bad NYC, we want to make sure you don't sign a lease you'll end up regretting. We've been there before, a couple times. Whether its a leak, broken heat, or bugs, too many landlords neglect to maintain their properties, and the market provides no accountability for a landlord's poor maintenance record. By collecting and providing information about an apartment's history, we help you find problem free apartments.",Activism,,,,,, , ,pages/Bad-NYC-Apartments/134764143246916,BadNYCApartment
BarkLoudly,http://www.barkloudly.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/Ytxhbjd.png,  ","Barkloudly is an innovative way to connect shelters and rescues with dog lovers and volunteers.  Barkloudly rewards dog lovers who give their time, share their homes and their dollars to help dogs and shelters in need. We strive to create a new ecosystem of volunteers, local shelters, pet owners, potential adopters, and local businesses. Make community participation with shelters / rescues more friendlier, more engaging than ever before through modern technology and age-old game metaphors.",Activism,,,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-ash3/s160x160/546634_529269837084951_2045284055_a.png,pawrks,pawrks, , , ,
BayTripper,http://www.baytripper.org/,https://itunes.apple.com/us/app/baytripper/id349533131?mt=8,iOS,,https://itunes.apple.com/us/app/baytripper/id349533131?mt=8,"http://www.baytripper.org/BT4.jpg, http://www.baytripper.org/BT2.jpg,  ,  , http://www.baytripper.org/BT1.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","We are a couple of students from UC Berkeley who created this app to help users in San Francisco get around by finding their way through transit and bike routes. This is part of a research project trying to understand how to get more people to get out of their cars and onto bikes, public transportation, or just walk!","Environment, Activism",0.0,English,,pages/BayTripper/251240374581,BayTripperApp, ,http://profile.ak.fbcdn.net/hprofile-ak-ash3/c1.0.178.178/s160x160/20462_292389704581_1132806_a.jpg, ,
Be Nice to Bunnies,http://www.peta.org/b/thepetafiles/archive/tags/be+nice+to+bunnies/default.aspx,https://itunes.apple.com/us/app/bnb/id313784933?mt=8,iOS,,https://itunes.apple.com/us/app/bnb/id313784933?mt=8,"http://a471.phobos.apple.com/us/r1000/071/Purple/v4/66/18/b4/6618b42f-7d57-0116-ea5f-d34e6f19ba9a/mzl.lymgpmvm.320x480-75.jpg, http://a939.phobos.apple.com/us/r1000/103/Purple/v4/1b/83/6d/1b836d1b-5bbf-e2e8-012d-48a2d75c64f7/mzl.egwlifgq.320x480-75.jpg, http://a1351.phobos.apple.com/us/r1000/090/Purple/v4/6c/d0/87/6cd087e3-d77c-84c0-4e6d-6e3a7df96f21/mzl.cbdhwbjv.320x480-75.jpg,  ,  ,  , http://a471.phobos.apple.com/us/r1000/071/Purple/v4/66/18/b4/6618b42f-7d57-0116-ea5f-d34e6f19ba9a/mzl.lymgpmvm.320x480-75.jpg, http://a939.phobos.apple.com/us/r1000/103/Purple/v4/1b/83/6d/1b836d1b-5bbf-e2e8-012d-48a2d75c64f7/mzl.egwlifgq.320x480-75.jpg, http://a1351.phobos.apple.com/us/r1000/090/Purple/v4/6c/d0/87/6cd087e3-d77c-84c0-4e6d-6e3a7df96f21/mzl.cbdhwbjv.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Need a quick and easy way to check if that lip balm or shampoo you're buying is cruelty-free? The ""Be Nice to Bunnies"" app has got you covered! This searchable database helps you stay on top of which companies are, well, nice to bunnies and other animals. ",Activism,0.0,English,,pages/BNB-be-nice-to-bunnies/77120951107,, ,http://www.mediapeta.com/peta/Images/Main/Sections/blog/StephPrattBunniesAd.jpg, ,peta
Beautiful Raw,https://play.google.com/store/apps/details?id=com.picturehealing.fcf&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.picturehealing.fcf&feature=search_result,," ,  ,  ,  ,  , https://lh4.ggpht.com/Qai-DDZ1FJBKD9F2t0-o-c0-B3xqXGb96Qbedsqc_6aHmJf1ybu-aYOFRU8cpyYLx3g=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/TV5rptHvbMSbqr7DagB9zjOxv3725R_psI_L4r8AtmzLw2XVXtaSMMWFlUE50yCL5A=h230,  https://lh5.ggpht.com/iQjcTwfw7il_4CBkCcuPOFOFkTub1v-mATf0SXtvgnatw9SOyjo1S60FuFPEy1VBxkg=h230,  https://lh5.ggpht.com/0we4qLEhBbb8WBRw7Vcq_gZ3vL98XOQQSynh_memqzEzB_LThPfdtO3YPIi2RDEdDa8=h230,  https://lh5.ggpht.com/CfKMjA5rThtVOl7zzD1nL0j83MDXh-bzKgzjXucf7Tpt21pqTiFSjulpDFD8EFPMZg=h230,  ,  ,  ,  ,  ,  ","Beautiful Raw is an animated documentary short, which depicts a child's fragmented life in the foster care system. Our app lets you get involved and stay updated with the film. Discover volunteer opportunities, explore storyboards, watch excepts and much more!","Activism, Education",0.0,English,,,,http://www.beautifulonraw.com/,https://lh4.ggpht.com/Qai-DDZ1FJBKD9F2t0-o-c0-B3xqXGb96Qbedsqc_6aHmJf1ybu-aYOFRU8cpyYLx3g=w124,picturehealing,picturehealing
BeautifulStreets,https://github.com/openplans/streetscore#readme,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Beautiful Streets is a project from OpenPlans. It’s an experiment: we’re trying out a different way to evaluate places, called pairwise surveys, as popularized by the fantastic All Our Ideas. We’re also testing out some neat interface ideas, and learning about the use of Street View in evaluating places for urban planning projects.  ",Activism,,,,,BeautifulStreet, , ,pages/GitHub/116443221720014,
Blackboard Mobile Learn,https://play.google.com/store/apps/details?id=com.blackboard.android&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.blackboard.android&feature=search_result,," ,  ,  ,  ,  , https://lh5.ggpht.com/8A4CPgiM1WNKcwjH2t87hALhIydKSy2k8YpdgJeMiukFFqYuGg35XbNRll33uz7MnBQ=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/7eBGlod3ZfryT84DCI38_-Ke2401sZ1qExhFxZYTSHrQ6-hor8D1QVxRoJmYreCW2f05=h230,  https://lh4.ggpht.com/qGuBfZmMOB71NJeJY-qrNEQ86DWliUOxXzK9fYw9pIEHUo2eWrMcs14tuJACSCnEPYSe=h230,  https://lh6.ggpht.com/66NJliMC8qJRVcM4_v3S20Hocox4N5TomKtOeq43WqJmD36aQK1ZJOEN6bZEyoviALTG=h230,  ,  https://lh6.ggpht.com/0NHdof9FGKkJqa5CG3_zkndGmKSFs4Z44_JJSNUN9O8t8Ngy0LgHlZBCJ5_2BpT9XA=h230,  https://lh5.ggpht.com/2Sn0N4xyknrpgIJuPmlcQV7gb2JRN6dF8PwCpr4hfxZUki8ZeGJdrJ3JqlDth9XmD6M=h230,  ,  ,  ,  ","Blackboard Mobile Learn makes it easier for you to keep up with your courses, by letting you access them whenever and wherever you want – now on WiFi and all carriers! If your school licenses Blackboard Mobile Learn, you’ll be able to use the app for free. If not, you will need to purchase access for just $1.99 a year or $5.99 for life.",Education,0.0,English,,,Bb_Mobile,http://help.blackboardmobile.com/,https://lh5.ggpht.com/8A4CPgiM1WNKcwjH2t87hALhIydKSy2k8YpdgJeMiukFFqYuGg35XbNRll33uz7MnBQ=w124, ,
Blogunteer.ro,https://play.google.com/store/apps/details?id=com.appmakr.app226038&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.appmakr.app226038&feature=search_result,," ,  ,  ,  ,  , https://lh3.ggpht.com/KCBsBOnAXgPfwG1TNpJEbKU5mECeei6f2p6wkTxY79oRFEX-fSRd8KZDPk9SCWdhamc=w124,  ,  ,  ,  ,  , https://lh4.ggpht.com/MKT5uT6Kj3-P32bKBch3o6IZT4eKbr0j1JXryIrvqomzTLA6avIdchZbr6LCB-D266w=h230,  https://lh4.ggpht.com/W0mUKXFBGbpNTv6kqdtSLMCQ7ViWy4fnRF373Vc1uitcnDqytS2BkxT7pqFYdabKwB4=h230,  ,  ,  ,  ,  ,  ,  ,  ","One of the first Romanian Volunteering collective blogs is now available at a touch`s distance through our new Android App. Volunteering opportunities, news, interviews, how-to`s all are available free of charge for Blogunteer`s Romanian readers. Blogul voluntarului informat din Romania este acum si mai aproape de tine, pe dispozitivul tau Android!",Activism,0.0,English,,blogunteer.ro,,http://www.younginitiative.org/,https://lh3.ggpht.com/KCBsBOnAXgPfwG1TNpJEbKU5mECeei6f2p6wkTxY79oRFEX-fSRd8KZDPk9SCWdhamc=w124, ,Blogunteer
Boycott,https://play.google.com/store/apps/details?id=com.theboycottapp.boycott&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.theboycottapp.boycott&feature=search_result,," ,  ,  ,  ,  , https://lh6.ggpht.com/oiRXbEZtZ91HJvOpw-j_HFia3l489Wbgs_q34tNr1mt2KSFVe-VE4fbyli9e2nUzTW4=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/NL7ZefoNcW4QcgWq0FESuOZZh0cuhbXZPS4AeHKYYUK5sXhjjoDAEgmU2Vjr0dNUdBM=h230,  https://lh6.ggpht.com/9eB7Tm7yEGHxorICpmBbKxDATGd7uziXqy0mxqjYTKgHlys36GTX32fecqNKnt8l7g=h230,  https://lh3.ggpht.com/NhMKZAzk4X-8jwknhTDv_GC8vIYnqyhosu6LOqNDFZ22I4vh5Rr0UWEyTB1yCa0ve2o=h230,  ,  ,  ,  ,  ,  ,  ",Makes it easy to be sure you're not doing business with SOPA supporters or any other business with policies you don't agree with.,Activism,0.0,English,,,,http://www.theboycottapp.com,https://lh4.ggpht.com/Ba2KgnBVSAg2o7u4TxnMva_F23z_7_hD2OtqLdLM-5wx8c9beJvHxrC8sZPLLe52fA=w705, ,davidnanch/
BrainMaven,http://egov.brainmaven.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Brainmaven is revolutionizing the way people collaborate to generate solutions.  Each solution starts with an idea. Sometimes it takes many ideas to discover the best solution. Brainmaven is designed to break good ideas into their component parts so that each element can be tested and validated, giving your idea a better chance at success.  ",Activism,,,,brainmaven,brainmaven, ,http://www.techvibes.com/public/cache/company/220x145/12071_brainmaven_research_inc_255255255.jpg, ,
Brooklyn Bureau,https://play.google.com/store/apps/details?id=com.conduit.app_2e5d6e0f287447da8e2a6affcd2b2265.app&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.conduit.app_2e5d6e0f287447da8e2a6affcd2b2265.app&feature=search_result,," ,  ,  ,  ,  , https://lh3.ggpht.com/7R37qaTHgRhv20D5m04h__kk1ozM4y5I0hgJOS2L-ramFKSKjrQZYHRQavgCduBNCXI=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/xVD71hEbWtrJERkKFjESZtsaiJOZhmfRfpyfd-GkvOJ7BZtNEI1rvstM9GMG0LaGcXg=h230,  https://lh4.ggpht.com/8FlCsny3fTvf1LTYuBgx2oCaaCn4dLljzvDL3ldZYATq765gKOcsg-dZCeuyfvzW1w=h230,  ,  ,  ,  ,  ,  ,  ,  ","The Brooklyn Bureau, a project of City Limits, publishes in-depth coverage and investigative journalism on New York City's largest borough and provides tools for civic engagement. The Brooklyn Bureau App features news, photo journalism, resources, and upcoming events.",Activism,0.0,English,,,brooklynbureau,http://www.bkbureau.org/,https://lh3.ggpht.com/7R37qaTHgRhv20D5m04h__kk1ozM4y5I0hgJOS2L-ramFKSKjrQZYHRQavgCduBNCXI=w124,brooklynbureau,
